name,addr,street,citystatezip,phone,type,website,lon,lat,addrtype,loctype,address,north,south,east,west
White Rock Vineyards & Winery,"2117 Bruno Dr, Goodview, VA 24095-2974",2117 Bruno Dr,"Goodview, VA 24095-2974",Phone: (540) 890-3359,Type: Taproom,www.whiterockwines.com,-79.7082164,37.2317054,premise,rooftop,"2117 bruno dr, goodview, va 24095, usa",37.2330590302915,37.2303610697085,-79.7068438197085,-79.7095417802915
Wild Run Brewing Company,"3071 Jefferson Davis Hwy, Stafford, VA 22554-4524",3071 Jefferson Davis Hwy,"Stafford, VA 22554-4524",Phone: (540) 659-3447,Type: Taproom,NA,-77.399883,38.4712668,premise,rooftop,"3071 jefferson davis hwy, stafford, va 22554, usa",38.4726081302915,38.4699101697085,-77.39855756970849,-77.4012555302915
Wild Wolf Brewing Co,"2461 Rockfish Valley Hwy, Nellysford, VA 22958-2306",2461 Rockfish Valley Hwy,"Nellysford, VA 22958-2306",Phone: (434) 361-0088,Type: Micro,www.wildwolfbeer.com,-78.88014989999999,37.8884194,premise,rooftop,"2461 rockfish valley hwy, nellysford, va 22958, usa",37.8897569802915,37.8870590197085,-78.8787774197085,-78.88147538029152
WildManDan Brewery / WildManDan Beer Centric B&B,"279 Avon Rd, Afton, VA 22920",279 Avon Rd,"Afton, VA 22920",Phone: (434) 270-0404,Type: Taproom,www.wmdb3.com,-78.83797679999999,37.9865243,premise,rooftop,"279 avon rd, afton, va 22920, usa",37.9878852802915,37.9851873197085,-78.83664631970849,-78.8393442802915
Willow Spring Brewery / The Light Well,"110 E Main St, Orange, VA 22960",110 E Main St,"Orange, VA 22960",Phone: (540) 661-0004,Type: Brewpub,www.thelightwell.com,-78.11060429999999,38.2451741,street_address,rooftop,"110 e main st, orange, va 22960, usa",38.2465230802915,38.2438251197085,-78.10925531970848,-78.1119532802915
Winchester Brew Works LLC,"320 N Cameron St, Winchester, VA 22601-6052",320 N Cameron St,"Winchester, VA 22601-6052",Phone: (540) 692-9242,Type: Taproom,winchesterbrewworks.com,-78.16269439999999,39.186963,street_address,rooftop,"320 n cameron st, winchester, va 22601, usa",39.1883119802915,39.1856140197085,-78.16134541970848,-78.1640433802915
Wolf Hills Brewing Co,"149 Deadmore Street SE, Abingdon, VA 24210",149 Deadmore Street SE,"Abingdon, VA 24210",Phone: (276) 206-7562,Type: Taproom,www.wolfhillsbrewing.com,-81.964368,36.712764,street_address,rooftop,"149 deadmore st se, abingdon, va 24210, usa",36.7141129802915,36.7114150197085,-81.9630190197085,-81.9657169802915
Wood Ridge Farm Brewery,"151 Old Ridge Rd, Lovingston, VA 22949-2550",151 Old Ridge Rd,"Lovingston, VA 22949-2550",Phone: (434) 422-6225,Type: Taproom,NA,-78.8266233,37.8294431,street_address,rooftop,"151 old ridge rd, lovingston, va 22949, usa",37.83079208029149,37.8280941197085,-78.82527431970848,-78.8279722802915
Woodstock Brewhouse,"123 E Court St, Woodstock, VA 22664-1761",123 E Court St,"Woodstock, VA 22664-1761",Phone: (540) 459-2739,Type: Brewpub,www.woodstockbrewhouse.com,-78.5043833,38.8817124,premise,rooftop,"123 e court st, woodstock, va 22664, usa",38.8830575302915,38.8803595697085,-78.50301846970851,-78.50571643029151
Wort Hog Brewing Company LLC,"50A S 3rd St, Warrenton, VA 20186-3340",50A S 3rd St,"Warrenton, VA 20186-3340",Phone: (540) 300-2739,Type: Brewpub,www.worthogbreweryllc.com,-77.7951034,38.711864,street_address,rooftop,"50a s 3rd st, warrenton, va 20186, usa",38.7132129802915,38.7105150197085,-77.79375441970849,-77.7964523802915
Young Veterans Brewing Company,"2505 Horse Pasture Rd Ste 104, Virginia Beach, VA 23453-2988",2505 Horse Pasture Rd Ste 104,"Virginia Beach, VA 23453-2988",Phone: (757) 689-4021,Type: Micro,www.yvbc.com,-76.05545719999999,36.7863578,subpremise,rooftop,"2505 horse pasture rd ste 104, virginia beach, va 23453, usa",36.7877067802915,36.7850088197085,-76.0541082197085,-76.0568061802915
